DEBUG 2018-12-07 13:36:21,034 [1    ] Abp.Modules.AbpModuleManager             - Loading Abp modules...
DEBUG 2018-12-07 13:36:21,408 [1    ] Abp.Modules.AbpModuleManager             - 15 modules loaded.
DEBUG 2018-12-07 13:36:21,582 [1    ] o.Configuration.LanguageManagementConfig - Converted Abp (Abp.Localization.Dictionaries.DictionaryBasedLocalizationSource) to MultiTenantLocalizationSource
DEBUG 2018-12-07 13:36:21,582 [1    ] o.Configuration.LanguageManagementConfig - Converted AbpZero (Abp.Localization.Dictionaries.DictionaryBasedLocalizationSource) to MultiTenantLocalizationSource
DEBUG 2018-12-07 13:36:21,582 [1    ] o.Configuration.LanguageManagementConfig - Converted YoyoCmsTemplate (Abp.Localization.Dictionaries.DictionaryBasedLocalizationSource) to MultiTenantLocalizationSource
DEBUG 2018-12-07 13:36:21,582 [1    ] o.Configuration.LanguageManagementConfig - Converted AbpWeb (Abp.Localization.Dictionaries.DictionaryBasedLocalizationSource) to MultiTenantLocalizationSource
DEBUG 2018-12-07 13:36:22,451 [1    ] ameworkCore.AbpEntityFrameworkCoreModule - Registering DbContext: YY.Frame.AbpCore.EntityFrameworkCore.YoyoCmsTemplateDbContext, YY.Frame.AbpCore.EntityFrameworkCore, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-12-07 13:36:24,343 [1    ] Abp.Localization.LocalizationManager     - Initializing 4 localization sources.
DEBUG 2018-12-07 13:36:24,511 [1    ] Abp.Localization.LocalizationManager     - Initialized localization source: Abp
DEBUG 2018-12-07 13:36:24,651 [1    ] Abp.Localization.LocalizationManager     - Initialized localization source: AbpZero
DEBUG 2018-12-07 13:36:24,731 [1    ] Abp.Localization.LocalizationManager     - Initialized localization source: YoyoCmsTemplate
DEBUG 2018-12-07 13:36:24,823 [1    ] Abp.Localization.LocalizationManager     - Initialized localization source: AbpWeb
DEBUG 2018-12-07 13:36:25,116 [1    ] Abp.BackgroundJobs.BackgroundJobManager  - Start background worker: Abp.BackgroundJobs.BackgroundJobManager
DEBUG 2018-12-07 13:36:25,200 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - Found 10 classes define auto mapping attributes
DEBUG 2018-12-07 13:36:25,201 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - YY.Frame.AbpCore.Models.TokenAuth.ExternalLoginProviderInfoModel
DEBUG 2018-12-07 13:36:25,212 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - YY.Frame.AbpCore.Users.Dto.CreateUserDto
DEBUG 2018-12-07 13:36:25,213 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - YY.Frame.AbpCore.Users.Dto.UserDto
DEBUG 2018-12-07 13:36:25,214 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - YY.Frame.AbpCore.Sessions.Dto.TenantLoginInfoDto
DEBUG 2018-12-07 13:36:25,214 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - YY.Frame.AbpCore.Sessions.Dto.UserLoginInfoDto
DEBUG 2018-12-07 13:36:25,214 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - YY.Frame.AbpCore.Roles.Dto.CreateRoleDto
DEBUG 2018-12-07 13:36:25,214 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - YY.Frame.AbpCore.Roles.Dto.PermissionDto
DEBUG 2018-12-07 13:36:25,214 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - YY.Frame.AbpCore.Roles.Dto.RoleDto
DEBUG 2018-12-07 13:36:25,215 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - YY.Frame.AbpCore.MultiTenancy.Dto.CreateTenantDto
DEBUG 2018-12-07 13:36:25,216 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - YY.Frame.AbpCore.MultiTenancy.Dto.TenantDto
INFO  2018-12-07 13:36:34,180 [10   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/  
INFO  2018-12-07 13:36:34,180 [7    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 DEBUG http://localhost:21021/  0
INFO  2018-12-07 13:36:34,319 [7    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 148.1761ms 200 
INFO  2018-12-07 13:36:39,298 [10   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "Index", controller = "Home", area = ""}. Executing action YY.Frame.AbpCore.Web.Host.Controllers.HomeController.Index (YY.Frame.AbpCore.Web.Host)
INFO  2018-12-07 13:36:40,770 [10   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method YY.Frame.AbpCore.Web.Host.Controllers.HomeController.Index (YY.Frame.AbpCore.Web.Host) - Validation state: Valid
INFO  2018-12-07 13:36:40,786 [10   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method YY.Frame.AbpCore.Web.Host.Controllers.HomeController.Index (YY.Frame.AbpCore.Web.Host), returned result Microsoft.AspNetCore.Mvc.RedirectResult in 3.4131ms.
INFO  2018-12-07 13:36:41,271 [6    ] vc.Infrastructure.RedirectResultExecutor - Executing RedirectResult, redirecting to /swagger.
INFO  2018-12-07 13:36:41,316 [6    ] ore.Mvc.Internal.ControllerActionInvoker - Executed action YY.Frame.AbpCore.Web.Host.Controllers.HomeController.Index (YY.Frame.AbpCore.Web.Host) in 2009.1466ms
INFO  2018-12-07 13:36:41,363 [14   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger/index.html  
INFO  2018-12-07 13:36:41,392 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 7205.0474ms 302 
INFO  2018-12-07 13:36:41,464 [14   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 94.7765ms 200 text/html
INFO  2018-12-07 13:36:41,532 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger/swagger-ui-bundle.js  
INFO  2018-12-07 13:36:41,535 [10   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger/swagger-ui-standalone-preset.js  
INFO  2018-12-07 13:36:41,538 [14   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger/swagger-ui.css  
INFO  2018-12-07 13:36:41,587 [6    ] NetCore.StaticFiles.StaticFileMiddleware - The file /swagger-ui-bundle.js was not modified
INFO  2018-12-07 13:36:41,592 [10   ] NetCore.StaticFiles.StaticFileMiddleware - The file /swagger-ui-standalone-preset.js was not modified
INFO  2018-12-07 13:36:41,593 [14   ] NetCore.StaticFiles.StaticFileMiddleware - The file /swagger-ui.css was not modified
INFO  2018-12-07 13:36:41,659 [14   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 76.7883ms 304 text/css
INFO  2018-12-07 13:36:41,676 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 80.224ms 304 application/javascript
INFO  2018-12-07 13:36:41,683 [10   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 76.7119ms 304 application/javascript
INFO  2018-12-07 13:36:43,111 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger/v1/swagger.json  
INFO  2018-12-07 13:36:43,575 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 464.3471ms 200 application/json;charset=utf-8
DEBUG 2018-12-07 14:37:45,947 [1    ] Abp.Modules.AbpModuleManager             - Loading Abp modules...
DEBUG 2018-12-07 14:37:46,269 [1    ] Abp.Modules.AbpModuleManager             - Found 15 ABP modules in total.
DEBUG 2018-12-07 14:37:46,314 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: YY.Frame.AbpCore.Web.Host.Startup.YoyoCmsTemplateWebHostModule, YY.Frame.AbpCore.Web.Host, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-12-07 14:37:46,321 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: YY.Frame.AbpCore.YoyoCmsTemplateWebCoreModule, YY.Frame.AbpCore.Web.Core, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-12-07 14:37:46,322 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: YY.Frame.AbpCore.YoyoCmsTemplateApplicationModule, YY.Frame.AbpCore.Application, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-12-07 14:37:46,322 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: YY.Frame.AbpCore.YoyoCmsTemplateCoreModule, YY.Frame.AbpCore.Core, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-12-07 14:37:46,323 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Zero.AbpZeroCoreModule, Abp.ZeroCore, Version=4.0.2.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-12-07 14:37:46,323 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Zero.AbpZeroCommonModule, Abp.Zero.Common, Version=4.0.2.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-12-07 14:37:46,324 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.AbpKernelModule, Abp, Version=4.0.2.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-12-07 14:37:46,325 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.AutoMapper.AbpAutoMapperModule, Abp.AutoMapper, Version=4.0.2.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-12-07 14:37:46,326 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: YY.Frame.AbpCore.EntityFrameworkCore.YoyoCmsTemplateEntityFrameworkModule, YY.Frame.AbpCore.EntityFrameworkCore, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-12-07 14:37:46,326 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Zero.EntityFrameworkCore.AbpZeroCoreEntityFrameworkCoreModule, Abp.ZeroCore.EntityFrameworkCore, Version=4.0.2.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-12-07 14:37:46,326 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.EntityFrameworkCore.AbpEntityFrameworkCoreModule, Abp.EntityFrameworkCore, Version=4.0.2.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-12-07 14:37:46,327 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.EntityFramework.AbpEntityFrameworkCommonModule, Abp.EntityFramework.Common, Version=4.0.2.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-12-07 14:37:46,327 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.AspNetCore.AbpAspNetCoreModule, Abp.AspNetCore, Version=4.0.2.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-12-07 14:37:46,328 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Web.AbpWebCommonModule, Abp.Web.Common, Version=4.0.2.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-12-07 14:37:46,328 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.AspNetCore.SignalR.AbpAspNetCoreSignalRModule, Abp.AspNetCore.SignalR, Version=4.0.2.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-12-07 14:37:46,336 [1    ] Abp.Modules.AbpModuleManager             - 15 modules loaded.
DEBUG 2018-12-07 14:37:46,484 [1    ] o.Configuration.LanguageManagementConfig - Converted Abp (Abp.Localization.Dictionaries.DictionaryBasedLocalizationSource) to MultiTenantLocalizationSource
DEBUG 2018-12-07 14:37:46,484 [1    ] o.Configuration.LanguageManagementConfig - Converted AbpZero (Abp.Localization.Dictionaries.DictionaryBasedLocalizationSource) to MultiTenantLocalizationSource
DEBUG 2018-12-07 14:37:46,484 [1    ] o.Configuration.LanguageManagementConfig - Converted YoyoCmsTemplate (Abp.Localization.Dictionaries.DictionaryBasedLocalizationSource) to MultiTenantLocalizationSource
DEBUG 2018-12-07 14:37:46,484 [1    ] o.Configuration.LanguageManagementConfig - Converted AbpWeb (Abp.Localization.Dictionaries.DictionaryBasedLocalizationSource) to MultiTenantLocalizationSource
DEBUG 2018-12-07 14:37:47,164 [1    ] ameworkCore.AbpEntityFrameworkCoreModule - Registering DbContext: YY.Frame.AbpCore.EntityFrameworkCore.YoyoCmsTemplateDbContext, YY.Frame.AbpCore.EntityFrameworkCore, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-12-07 14:37:48,778 [1    ] Abp.Localization.LocalizationManager     - Initializing 4 localization sources.
DEBUG 2018-12-07 14:37:48,884 [1    ] Abp.Localization.LocalizationManager     - Initialized localization source: Abp
DEBUG 2018-12-07 14:37:48,984 [1    ] Abp.Localization.LocalizationManager     - Initialized localization source: AbpZero
DEBUG 2018-12-07 14:37:49,041 [1    ] Abp.Localization.LocalizationManager     - Initialized localization source: YoyoCmsTemplate
DEBUG 2018-12-07 14:37:49,117 [1    ] Abp.Localization.LocalizationManager     - Initialized localization source: AbpWeb
DEBUG 2018-12-07 14:37:49,396 [1    ] Abp.BackgroundJobs.BackgroundJobManager  - Start background worker: Abp.BackgroundJobs.BackgroundJobManager
DEBUG 2018-12-07 14:37:49,498 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - Found 10 classes define auto mapping attributes
DEBUG 2018-12-07 14:37:49,498 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - YY.Frame.AbpCore.Models.TokenAuth.ExternalLoginProviderInfoModel
DEBUG 2018-12-07 14:37:49,509 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - YY.Frame.AbpCore.Users.Dto.CreateUserDto
DEBUG 2018-12-07 14:37:49,510 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - YY.Frame.AbpCore.Users.Dto.UserDto
DEBUG 2018-12-07 14:37:49,511 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - YY.Frame.AbpCore.Sessions.Dto.TenantLoginInfoDto
DEBUG 2018-12-07 14:37:49,511 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - YY.Frame.AbpCore.Sessions.Dto.UserLoginInfoDto
DEBUG 2018-12-07 14:37:49,511 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - YY.Frame.AbpCore.Roles.Dto.CreateRoleDto
DEBUG 2018-12-07 14:37:49,511 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - YY.Frame.AbpCore.Roles.Dto.PermissionDto
DEBUG 2018-12-07 14:37:49,512 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - YY.Frame.AbpCore.Roles.Dto.RoleDto
DEBUG 2018-12-07 14:37:49,513 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - YY.Frame.AbpCore.MultiTenancy.Dto.CreateTenantDto
DEBUG 2018-12-07 14:37:49,513 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - YY.Frame.AbpCore.MultiTenancy.Dto.TenantDto
INFO  2018-12-07 14:38:02,043 [7    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/  
INFO  2018-12-07 14:38:02,043 [11   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 DEBUG http://localhost:21021/  0
INFO  2018-12-07 14:38:02,196 [11   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 163.6018ms 200 
INFO  2018-12-07 14:38:07,117 [7    ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "Index", controller = "Home", area = ""}. Executing action YY.Frame.AbpCore.Web.Host.Controllers.HomeController.Index (YY.Frame.AbpCore.Web.Host)
INFO  2018-12-07 14:38:08,807 [7    ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method YY.Frame.AbpCore.Web.Host.Controllers.HomeController.Index (YY.Frame.AbpCore.Web.Host) - Validation state: Valid
INFO  2018-12-07 14:38:08,817 [7    ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method YY.Frame.AbpCore.Web.Host.Controllers.HomeController.Index (YY.Frame.AbpCore.Web.Host), returned result Microsoft.AspNetCore.Mvc.RedirectResult in 3.953ms.
INFO  2018-12-07 14:38:09,026 [6    ] vc.Infrastructure.RedirectResultExecutor - Executing RedirectResult, redirecting to /swagger.
INFO  2018-12-07 14:38:09,046 [6    ] ore.Mvc.Internal.ControllerActionInvoker - Executed action YY.Frame.AbpCore.Web.Host.Controllers.HomeController.Index (YY.Frame.AbpCore.Web.Host) in 1918.5492ms
INFO  2018-12-07 14:38:09,080 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 7051.1116ms 302 
INFO  2018-12-07 14:38:09,083 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger/index.html  
INFO  2018-12-07 14:38:09,133 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 50.5335ms 200 text/html
INFO  2018-12-07 14:38:09,190 [7    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger/swagger-ui.css  
INFO  2018-12-07 14:38:09,194 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger/swagger-ui-bundle.js  
INFO  2018-12-07 14:38:09,197 [12   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger/swagger-ui-standalone-preset.js  
INFO  2018-12-07 14:38:09,235 [6    ] NetCore.StaticFiles.StaticFileMiddleware - The file /swagger-ui-bundle.js was not modified
INFO  2018-12-07 14:38:09,237 [7    ] NetCore.StaticFiles.StaticFileMiddleware - The file /swagger-ui.css was not modified
INFO  2018-12-07 14:38:09,239 [12   ] NetCore.StaticFiles.StaticFileMiddleware - The file /swagger-ui-standalone-preset.js was not modified
INFO  2018-12-07 14:38:09,250 [7    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 59.3288ms 304 text/css
INFO  2018-12-07 14:38:09,259 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 56.5745ms 304 application/javascript
INFO  2018-12-07 14:38:09,268 [12   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 55.5983ms 304 application/javascript
INFO  2018-12-07 14:38:10,127 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger/v1/swagger.json  
INFO  2018-12-07 14:38:10,668 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 537.4743ms 200 application/json;charset=utf-8
INFO  2018-12-07 14:38:50,312 [7    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/api/services/app/Permission/GetAllPermissionsTree  
INFO  2018-12-07 14:38:50,374 [7    ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {area = "app", action = "GetAllPermissionsTree", controller = "Permission"}. Executing action YY.Frame.Application.Authorization.Permissions.PermissionAppService.GetAllPermissionsTree (YY.Frame.AbpCore.Application)
INFO  2018-12-07 14:38:50,483 [7    ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method YY.Frame.Application.Authorization.Permissions.PermissionAppService.GetAllPermissionsTree (YY.Frame.AbpCore.Application) - Validation state: Valid
WARN  2018-12-07 14:38:50,957 [7    ] naries.DictionaryBasedLocalizationSource - Can not find 'Roles' in localization source 'YoyoCmsTemplate'!
WARN  2018-12-07 14:38:50,960 [7    ] naries.DictionaryBasedLocalizationSource - Can not find 'Users' in localization source 'YoyoCmsTemplate'!
WARN  2018-12-07 14:38:50,961 [7    ] naries.DictionaryBasedLocalizationSource - Can not find 'Tenants' in localization source 'YoyoCmsTemplate'!
WARN  2018-12-07 14:38:50,962 [7    ] naries.DictionaryBasedLocalizationSource - Can not find 'Administration' in localization source 'YoyoCmsTemplate'!
WARN  2018-12-07 14:38:50,963 [7    ] naries.DictionaryBasedLocalizationSource - Can not find 'QueryBook' in localization source 'YoyoCmsTemplate'!
WARN  2018-12-07 14:38:50,964 [7    ] naries.DictionaryBasedLocalizationSource - Can not find 'CreateBook' in localization source 'YoyoCmsTemplate'!
WARN  2018-12-07 14:38:50,965 [7    ] naries.DictionaryBasedLocalizationSource - Can not find 'EditBook' in localization source 'YoyoCmsTemplate'!
WARN  2018-12-07 14:38:50,966 [7    ] naries.DictionaryBasedLocalizationSource - Can not find 'DeleteBook' in localization source 'YoyoCmsTemplate'!
WARN  2018-12-07 14:38:50,966 [7    ] naries.DictionaryBasedLocalizationSource - Can not find 'BatchDeleteBook' in localization source 'YoyoCmsTemplate'!
WARN  2018-12-07 14:38:50,967 [7    ] naries.DictionaryBasedLocalizationSource - Can not find 'ExportExcelBook' in localization source 'YoyoCmsTemplate'!
WARN  2018-12-07 14:38:50,968 [7    ] naries.DictionaryBasedLocalizationSource - Can not find 'Book' in localization source 'YoyoCmsTemplate'!
WARN  2018-12-07 14:38:50,970 [7    ] naries.DictionaryBasedLocalizationSource - Can not find 'Pages' in localization source 'YoyoCmsTemplate'!
INFO  2018-12-07 14:38:50,975 [7    ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method YY.Frame.Application.Authorization.Permissions.PermissionAppService.GetAllPermissionsTree (YY.Frame.AbpCore.Application), returned result Microsoft.AspNetCore.Mvc.ObjectResult in 487.8529ms.
INFO  2018-12-07 14:38:51,064 [7    ] .Mvc.Infrastructure.ObjectResultExecutor - Executing ObjectResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
INFO  2018-12-07 14:38:51,109 [7    ] ore.Mvc.Internal.ControllerActionInvoker - Executed action YY.Frame.Application.Authorization.Permissions.PermissionAppService.GetAllPermissionsTree (YY.Frame.AbpCore.Application) in 730.4041ms
INFO  2018-12-07 14:38:51,121 [7    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 800.7475ms 200 application/json; charset=utf-8
DEBUG 2018-12-07 14:40:49,974 [1    ] Abp.Modules.AbpModuleManager             - Loading Abp modules...
DEBUG 2018-12-07 14:40:50,134 [1    ] Abp.Modules.AbpModuleManager             - Found 15 ABP modules in total.
DEBUG 2018-12-07 14:40:50,179 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: YY.Frame.AbpCore.Web.Host.Startup.YoyoCmsTemplateWebHostModule, YY.Frame.AbpCore.Web.Host, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-12-07 14:40:50,186 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: YY.Frame.AbpCore.YoyoCmsTemplateWebCoreModule, YY.Frame.AbpCore.Web.Core, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-12-07 14:40:50,189 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: YY.Frame.AbpCore.YoyoCmsTemplateApplicationModule, YY.Frame.AbpCore.Application, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-12-07 14:40:50,190 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: YY.Frame.AbpCore.YoyoCmsTemplateCoreModule, YY.Frame.AbpCore.Core, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-12-07 14:40:50,190 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Zero.AbpZeroCoreModule, Abp.ZeroCore, Version=4.0.2.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-12-07 14:40:50,191 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Zero.AbpZeroCommonModule, Abp.Zero.Common, Version=4.0.2.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-12-07 14:40:50,192 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.AbpKernelModule, Abp, Version=4.0.2.0, Culture=neutral, PublicKeyToken=null
